field_1,id,date,price,bedrooms,bathrooms,sqft_livin,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basem,yr_built,yr_renovat,zipcode,lat,long,sqft_liv_1,sqft_lot15,bed_to_bat,has_baseme,water_dist
7095,9297300480,12/12/2014,765000,4,3.5,2760,4000,2,0,2,3,8,2000,760,1926,2014,98126,47.5687,-122.374,1690,4000,1.142857143,1,1.013784579
18704,6381500090,2/20/2015,295000,4,1,1260,7800,1.5,0,0,3,7,1260,0,1947,2007,98125,47.7334,-122.307,1639,7492,4,0,1.013813362
15676,5422560660,10/30/2014,407000,2,2.5,1700,6635,2,0,0,4,8,1700,0,1976,0,98052,47.6655,-122.13,1700,6635,0.8,0,1.014000572
1617,7454000295,1/30/2015,245000,2,1,710,6322,1,0,0,3,6,710,0,1942,0,98126,47.5165,-122.376,740,6720,2,0,1.014043538
18906,2206500300,8/20/2014,565000,5,1.75,1910,9720,1,0,0,4,7,1390,520,1955,0,98006,47.5772,-122.159,1750,9720,2.857142857,1,1.014110233
6671,2795000080,9/19/2014,535100,3,2.25,2070,7207,1,0,0,3,8,1720,350,1973,0,98177,47.7735,-122.371,2350,7980,1.333333333,1,1.014549805
11,9212900260,5/27/2014,468000,2,1,1160,6000,1,0,0,4,7,860,300,1942,0,98115,47.69,-122.292,1330,6000,2,1,1.014734441
2684,8910500238,11/6/2014,343000,3,3.25,1210,1173,2,0,0,3,8,1000,210,2002,0,98133,47.7114,-122.356,1650,1493,0.923076923,1,1.014798986
18873,8910500237,7/26/2014,350000,3,3.25,1210,941,2,0,0,3,8,1000,210,2002,0,98133,47.7114,-122.356,1650,1493,0.923076923,1,1.014798986
167,1836980160,3/24/2015,807100,4,2.5,2680,4499,2,0,0,3,9,2680,0,1999,0,98006,47.565,-122.125,2920,4500,1.6,0,1.014835386
626,7548300731,8/8/2014,559950,3,2.5,1660,1458,3,0,0,3,9,1660,0,2014,0,98144,47.5876,-122.309,1660,1784,1.2,0,1.014850351
328,1665400045,4/28/2015,186375,3,1,1000,7636,1,0,0,2,7,1000,0,1952,0,98166,47.472,-122.344,1150,7600,3,0,1.015303695
13175,723049448,7/22/2014,279500,3,1.5,1200,8040,1,0,0,4,7,1200,0,1959,0,98146,47.4901,-122.341,1450,9315,2,0,1.015649746
20583,6749700002,5/9/2014,376000,3,2,1340,1384,3,0,0,3,8,1340,0,2008,0,98103,47.6973,-122.35,1110,1384,1.5,0,1.015731983
12120,3897100060,7/23/2014,375000,3,1.5,1110,5500,1,0,0,3,6,1110,0,1940,0,98033,47.6717,-122.184,1670,6600,2,0,1.016032095
7736,6749700031,6/9/2014,345000,3,2.5,1210,1420,3,0,0,3,8,1210,0,2008,0,98103,47.6977,-122.349,1190,1407,1.2,0,1.016052757
13478,1336800065,3/24/2015,1330000,4,2.25,3260,4640,2,0,0,5,9,2360,900,1907,0,98112,47.6272,-122.312,3240,5800,1.777777778,1,1.016422712
16891,7518503220,10/28/2014,520000,2,1.5,1840,3825,1,0,0,3,8,1040,800,1928,0,98117,47.6808,-122.38,1290,5100,1.333333333,1,1.016482625
6441,7312400080,7/14/2014,550000,3,1.75,1680,4800,1,0,0,4,7,1400,280,1960,0,98126,47.5535,-122.377,1540,5000,1.714285714,1,1.016514029
9628,6821102346,5/22/2014,505000,3,2.25,1670,1596,2,0,0,3,8,1220,450,2002,0,98199,47.6474,-122.396,1670,1596,1.333333333,1,1.017059968
9530,6140100150,11/25/2014,500000,4,2,2280,7200,1,0,0,4,7,2280,0,1956,0,98133,47.7132,-122.355,1100,7620,2,0,1.017254403
16743,3392100050,6/25/2014,205000,3,1,1230,8750,1,0,0,3,6,1230,0,1965,0,98003,47.3266,-122.334,1230,8750,3,0,1.017882417
9367,6021502070,5/8/2015,600000,2,1,1410,4500,1,0,0,3,7,1020,390,1939,0,98117,47.6883,-122.384,1300,4500,2,1,1.017976933
10587,7312400075,12/16/2014,422500,2,1,910,4800,1,0,0,4,7,910,0,1923,0,98126,47.5536,-122.377,1450,5000,2,0,1.018074043
7166,5628400080,12/18/2014,420000,3,2.25,1800,9800,1,0,0,4,7,1300,500,1959,0,98028,47.7393,-122.244,1680,9545,1.333333333,1,1.018184558
474,1853080570,8/11/2014,859900,4,2.75,3390,6298,2,0,0,3,9,3390,0,2011,0,98074,47.5906,-122.062,3390,7111,1.454545455,0,1.01831146
1250,1926049355,10/28/2014,399000,5,2,2620,7030,1,0,0,3,8,1420,1200,1965,0,98133,47.7338,-122.352,1360,7964,2.5,1,1.018356766
7747,6141100038,6/2/2014,440150,2,1,1110,6800,1,0,0,5,7,1000,110,1947,0,98133,47.7184,-122.355,1410,6963,2,1,1.018406686
3208,9212900820,8/28/2014,393820,2,2,1170,8251,1,0,0,3,7,1170,0,1941,0,98115,47.6873,-122.291,1360,6798,1,0,1.018605353
9069,3298300530,9/24/2014,351000,4,1,1550,7260,1,0,0,4,6,1550,0,1959,0,98008,47.6229,-122.121,1210,7260,4,0,1.018806251
10777,1727500390,10/30/2014,450000,4,2.25,1710,7000,1,0,0,4,7,1040,670,1972,0,98034,47.719,-122.217,1780,6500,1.777777778,1,1.019452205
4083,5683000033,12/1/2014,515000,2,1,910,4725,1,0,0,3,7,910,0,1949,0,98115,47.676,-122.281,1600,5200,2,0,1.0195171
18635,1493300115,9/10/2014,415000,4,1,1620,4329,1.5,0,0,3,7,1620,0,1927,0,98116,47.5728,-122.388,1220,5520,4,0,1.019822777
6987,3260800190,3/24/2015,325000,3,2.5,2000,7205,2,0,0,3,8,2000,0,1998,0,98003,47.3499,-122.302,2180,7611,1.2,0,1.020016702
3326,7523700245,10/15/2014,240000,3,1,1350,7560,1,0,0,4,7,950,400,1959,0,98032,47.3784,-122.303,1470,7560,3,1,1.020081436
3076,3332500265,8/7/2014,311000,2,1,860,3300,1,0,0,5,6,860,0,1903,0,98118,47.5496,-122.279,1380,4400,2,0,1.020087557
8204,7227500450,9/9/2014,222900,2,1,860,5800,1,0,0,5,5,860,0,1942,0,98056,47.4979,-122.183,900,6000,2,0,1.020110238
15507,3052700225,8/14/2014,727160,7,3.75,2310,5000,2,0,0,3,8,2310,0,1984,0,98117,47.6781,-122.376,1360,1552,1.866666667,0,1.020234465
11432,3580900260,5/5/2014,340000,5,1,1120,9022,1.5,0,0,4,7,1120,0,1962,0,98034,47.7296,-122.24,1310,7500,5,0,1.020292925
12690,9164100040,10/26/2014,390000,2,1,860,5160,1,0,0,4,7,860,0,1909,0,98117,47.6823,-122.388,1090,5356,2,0,1.020358018
2747,2795000060,12/22/2014,722500,5,2.25,3700,7207,1,0,1,5,8,1850,1850,1970,0,98177,47.7736,-122.371,2340,7900,2.222222222,1,1.020632198
6521,4365200630,7/16/2014,450000,2,2,1900,7740,1,0,0,4,7,1150,750,1923,0,98126,47.5227,-122.372,1140,7740,1,1,1.020792671
21045,982850120,3/3/2015,390000,3,2.25,1490,4539,2,0,0,3,7,1490,0,2009,0,98028,47.7607,-122.233,1750,4667,1.333333333,0,1.02115672
5598,7224000545,8/25/2014,370000,4,3,2130,4838,1.5,0,0,4,7,2130,0,1930,0,98055,47.4871,-122.203,1070,4838,1.333333333,0,1.021255247
11360,8122100392,10/28/2014,292500,2,1,750,5026,1,0,0,4,6,750,0,1942,0,98126,47.5368,-122.374,1260,5040,2,0,1.021373261
15173,7237600130,3/26/2015,852000,4,1,2220,3588,1.5,0,0,4,7,1470,750,1927,0,98115,47.6854,-122.308,1740,3588,4,1,1.021496084
1826,952002765,11/14/2014,460000,4,1.75,1720,3050,1.5,0,0,5,7,1040,680,1929,0,98116,47.5654,-122.384,1570,6100,2.285714286,1,1.021845513
11314,2207000060,8/18/2014,500000,3,1.5,1960,8815,1,0,0,4,7,1020,940,1958,0,98006,47.5765,-122.159,1760,9534,2,1,1.021998145
402,6021501685,4/22/2015,352000,2,1,940,5000,1,0,0,4,7,940,0,1937,0,98117,47.6879,-122.385,1560,4500,2,0,1.022063414
7024,5634500179,12/15/2014,424500,4,1.5,1830,6985,1,0,0,3,7,1080,750,1967,0,98028,47.7494,-122.236,1650,9501,2.666666667,1,1.022098049
7374,3897100275,10/27/2014,460000,3,1.75,1660,9900,2,0,0,3,8,1660,0,1978,0,98033,47.6704,-122.184,1720,6600,1.714285714,0,1.022503489
11015,9126100487,8/13/2014,408000,3,3,1500,1473,2,0,0,3,8,1120,380,2000,0,98122,47.6063,-122.305,1720,1976,1,1,1.022957443
19888,9126101090,5/31/2014,615000,3,2.25,1760,1146,3,0,0,3,9,1760,0,2014,0,98122,47.6073,-122.304,1346,3472,1.333333333,0,1.023321829
7871,8093600065,12/31/2014,205000,4,1,1030,6621,1,0,0,4,6,1030,0,1955,0,98055,47.4857,-122.221,1420,6631,4,0,1.02341333
966,8651520510,5/15/2014,582800,4,2.75,2550,7636,1,0,0,3,8,1440,1110,1986,0,98074,47.6471,-122.06,2290,8223,1.454545455,1,1.023440311
363,925059078,8/19/2014,604950,3,2.5,2110,5608,1,0,0,3,8,1340,770,2013,0,98033,47.6743,-122.184,2040,9363,1.2,1,1.023471539
10956,6821102317,12/9/2014,535000,3,2.5,1850,1499,2.5,0,0,3,9,1790,60,2005,0,98199,47.6475,-122.396,1770,1539,1.2,1,1.023776032
13417,5029000120,4/7/2015,450000,3,2.25,1940,8312,1,0,1,4,7,1220,720,1963,0,98166,47.4556,-122.346,2060,9503,1.333333333,1,1.023971591
10091,3298400350,1/5/2015,312500,3,1,1170,7350,1,0,0,4,7,1170,0,1960,0,98008,47.625,-122.117,1170,7350,3,0,1.024434627
1898,7225000140,2/18/2015,330000,4,1,1100,5000,1.5,0,0,5,6,1100,0,1904,0,98055,47.4868,-122.204,1560,4838,4,0,1.024480404
18545,955000453,4/13/2015,574000,2,2.25,1100,1114,2,0,0,3,8,900,200,2009,0,98122,47.6199,-122.304,1230,1800,0.888888889,1,1.024712256
17182,2568800290,2/18/2015,425000,3,1,1180,8400,1,0,0,3,7,1180,0,1951,0,98125,47.7028,-122.295,1740,7020,3,0,1.024792227
8264,1703401110,8/7/2014,292000,2,1,880,5500,1,0,0,3,6,880,0,1904,0,98118,47.5573,-122.289,1080,5500,2,0,1.024846501
11449,3277800729,10/16/2014,275000,3,1.5,1170,1174,2,0,0,3,7,840,330,2007,0,98126,47.5459,-122.376,1170,2537,2,1,1.024922254
20869,6003500749,7/1/2014,640000,2,2.25,1540,965,3,0,0,3,9,1540,0,2007,0,98122,47.6181,-122.318,1410,964,0.888888889,0,1.024966382
10201,2887701420,11/24/2014,489000,2,1,850,2850,1,0,0,4,7,850,0,1927,0,98115,47.6875,-122.309,1450,4015,2,0,1.025171976
14250,9547200835,4/2/2015,775000,3,1,2030,4080,1.5,0,0,4,7,1840,190,1908,0,98115,47.6765,-122.308,2030,4080,3,1,1.025192704
20691,603000926,5/22/2014,380000,5,3.5,2420,4670,2,0,0,3,7,2420,0,2013,0,98118,47.5241,-122.285,1430,4468,1.428571429,0,1.025200012
18713,5557700210,12/9/2014,192500,3,1,1100,9750,1,0,0,4,7,1100,0,1966,0,98023,47.3248,-122.345,1190,9750,3,0,1.025327377
5633,8122100290,8/13/2014,392000,2,1.5,940,5000,1,0,0,4,7,810,130,1925,0,98126,47.5375,-122.374,940,5026,1.333333333,1,1.02543757
6318,8122100595,6/27/2014,212700,2,1,940,5040,1,0,0,3,7,940,0,1926,0,98126,47.5375,-122.374,940,5040,2,0,1.02543757
6789,686100380,10/27/2014,472000,5,2,2030,9804,1,0,0,3,7,1110,920,1963,0,98008,47.6297,-122.114,1930,7990,2.5,1,1.025622416
20365,8562710250,5/5/2014,890000,4,4.25,4420,5750,2,0,0,3,10,3410,1010,2006,0,98027,47.5404,-122.073,4420,5750,0.941176471,1,1.025891908
3422,5363200266,6/23/2014,420000,3,2,1200,5029,1,0,0,3,6,880,320,1937,0,98115,47.6936,-122.294,1510,5854,1.5,1,1.025994582
17866,2324039077,4/27/2015,306000,2,1,930,5650,1,0,2,3,7,930,0,1941,0,98126,47.5478,-122.377,1340,6400,2,0,1.026017743
4146,2235000015,8/4/2014,260600,2,1,810,4560,1,0,0,3,7,810,0,1928,0,98126,47.5425,-122.376,1490,4560,2,0,1.026134109
19972,5363200100,10/20/2014,897000,4,2.5,2820,6120,2,0,0,3,9,2820,0,2014,0,98115,47.6911,-122.293,1510,6120,1.6,0,1.026393783
21269,832700170,4/21/2015,319000,2,1.5,1090,847,3,0,0,3,8,1090,0,2009,0,98133,47.7235,-122.352,1090,1118,1.333333333,0,1.026495213
11462,8910500226,4/9/2015,370350,3,3.5,1340,1168,2,0,2,3,8,1080,260,2002,0,98133,47.711,-122.356,1650,1378,0.857142857,1,1.026619659
19480,8685500145,12/30/2014,350000,3,1,1920,6710,1,0,0,3,7,1320,600,1959,0,98118,47.5346,-122.286,1810,5600,3,1,1.027026549
5059,1934800078,9/30/2014,430000,2,2.25,1040,1516,2,0,0,3,8,1040,0,2008,0,98122,47.6037,-122.307,1560,1920,0.888888889,0,1.027108504
20273,982850010,5/30/2014,365250,3,2.25,1490,4522,2,0,0,3,7,1490,0,2009,0,98028,47.7611,-122.233,1580,4667,1.333333333,0,1.027207903
21349,982850020,9/3/2014,382000,3,2.25,1450,4667,2,0,0,3,7,1450,0,2009,0,98028,47.7611,-122.233,1490,4667,1.333333333,0,1.027207903
3238,2968801366,2/24/2015,350000,3,2.75,1650,5700,2,0,0,4,7,1650,0,1988,0,98166,47.4563,-122.348,1320,7620,1.090909091,0,1.027272431
4559,1900000195,6/30/2014,100000,2,1,930,7623,1,0,0,2,6,930,0,1942,0,98166,47.467,-122.349,1300,7641,2,0,1.027316674
17363,6821102385,3/26/2015,334000,2,1,900,1818,2,0,0,4,7,900,0,1945,0,98199,47.6485,-122.397,1570,1830,2,0,1.02782224
11331,8113101070,4/23/2015,334900,4,1.75,2180,4066,1.5,0,0,3,6,1270,910,1911,0,98118,47.5487,-122.277,1400,1343,2.285714286,1,1.027905465
19368,3052700245,3/25/2015,750000,4,2,2640,5000,2,0,0,3,7,2040,600,1949,0,98117,47.678,-122.375,1330,5000,2,1,1.028316847
20049,3052700464,10/24/2014,475000,3,2.25,1380,1621,2,0,0,3,8,1140,240,2007,0,98117,47.678,-122.375,1460,1403,1.333333333,1,1.028316847
8687,4006000580,3/13/2015,225000,3,1.5,1240,5506,1,0,0,4,7,1240,0,1971,0,98118,47.5294,-122.285,1670,5589,2,0,1.028349578
13520,2968801085,5/8/2015,334000,4,1.5,1680,7620,1,0,0,4,7,1180,500,1965,0,98166,47.4578,-122.351,1460,7620,2.666666667,1,1.028442526
7695,6381500065,7/29/2014,376500,3,2,1630,7800,1,0,0,5,7,1630,0,1950,0,98125,47.7326,-122.307,1470,7800,1.5,0,1.028588792
17624,1853080540,11/24/2014,858450,5,2.75,3460,7977,2,0,0,3,9,3460,0,2011,0,98074,47.5908,-122.062,3390,6630,1.818181818,0,1.028659248
2178,2688100075,5/6/2014,488000,5,2,2020,5000,1.5,0,0,4,7,2020,0,1938,0,98117,47.6949,-122.37,1510,6600,2.5,0,1.02868357
18290,1425039029,9/23/2014,1230000,5,4,4390,6656,2,0,0,3,9,2930,1460,2008,0,98199,47.648,-122.397,1560,6656,1.25,1,1.028745813
4384,8827900015,8/29/2014,501000,3,1,1160,4360,1,0,0,4,8,1160,0,1929,0,98105,47.6718,-122.291,1810,4360,3,0,1.028826149
4134,9126100608,2/25/2015,545000,4,3.5,1880,1341,3,0,0,3,8,1650,230,2007,0,98122,47.6053,-122.306,1740,1883,1.142857143,1,1.029374354
3136,7518501390,6/17/2014,473000,2,1,900,5100,1,0,0,4,7,900,0,1909,0,98117,47.6804,-122.378,1400,5100,2,0,1.029495733
7754,7812800865,11/19/2014,170000,2,1,810,9882,1,0,0,3,6,810,0,1944,0,98178,47.4925,-122.239,950,7200,2,0,1.030061068
13280,5015001215,4/23/2015,1130000,4,3.5,3170,4000,2,0,0,3,10,2340,830,1999,0,98112,47.6265,-122.298,1770,4000,1.142857143,1,1.030254117
19739,6056100102,10/30/2014,569900,5,3.25,2360,3873,2,0,0,3,8,1990,370,2006,0,98108,47.5635,-122.299,1720,3071,1.538461538,1,1.030338852
7533,4006000571,3/12/2015,183750,5,2.75,1650,5453,1,0,0,3,7,1650,0,1970,0,98118,47.5293,-122.285,1670,5885,1.818181818,0,1.030452696
18230,8122100265,12/5/2014,464000,2,2.75,730,5000,1,0,0,3,7,730,0,1929,0,98126,47.5381,-122.374,980,5000,0.727272727,0,1.030715961
8776,5100403405,1/7/2015,790000,3,1,1290,6380,1.5,0,0,3,7,1290,0,1930,0,98115,47.6951,-122.319,1630,6380,3,0,1.03074822
2926,686200740,10/20/2014,500000,4,2.25,2080,8000,1,0,0,3,8,1390,690,1964,0,98008,47.6264,-122.113,1800,7700,1.777777778,1,1.030954511
15318,6140100095,5/20/2014,475000,4,1.75,1650,7775,1,0,0,4,7,1150,500,1950,0,98133,47.715,-122.354,1390,7200,2.285714286,1,1.031089307
9096,164000361,4/21/2015,799000,4,1.5,1810,6583,1,0,0,3,7,1500,310,1968,0,98133,47.7273,-122.351,860,8670,2.666666667,1,1.031404532
460,6154500070,6/26/2014,1050000,4,3.5,3450,7832,2,0,0,3,10,3450,0,2007,0,98006,47.5637,-122.123,3220,8567,1.142857143,0,1.031646091
1172,3250500140,10/8/2014,850000,3,1.75,1400,9900,1,0,0,3,7,1400,0,1951,0,98004,47.6272,-122.209,1810,10796,1.714285714,0,1.031670164
8367,1934800087,6/26/2014,446000,2,1.5,1370,1221,2,0,0,3,8,1080,290,2008,0,98122,47.6039,-122.307,1560,2081,1.333333333,1,1.032061849
16097,5100401060,9/8/2014,550000,4,3,2360,6678,1,0,0,3,8,1760,600,1949,0,98115,47.6919,-122.313,1640,6380,1.333333333,1,1.032110406
3464,7518504291,12/15/2014,535000,2,1,1520,3360,1,0,0,4,7,830,690,1927,0,98117,47.6815,-122.382,1470,3774,2,1,1.032640255
12519,9547200790,9/17/2014,518000,3,1.75,1830,4500,1.5,0,0,4,7,1830,0,1909,0,98115,47.676,-122.308,1830,4080,1.714285714,0,1.032656988
16835,2297400020,9/2/2014,392000,3,2.25,1790,7125,1,0,0,3,7,1220,570,1974,0,98034,47.7184,-122.226,2040,7950,1.333333333,1,1.032756255
21187,3052700213,8/29/2014,461100,2,2.25,1210,1267,2,0,0,3,8,1120,90,2010,0,98117,47.6783,-122.376,1360,1349,0.888888889,1,1.03345685
12799,6141100065,12/18/2014,420000,3,1,1790,7055,1,0,0,5,8,1520,270,1937,0,98133,47.718,-122.355,1710,7055,3,1,1.033473838
5969,7282300095,7/9/2014,295000,2,1,800,6500,1,0,0,4,6,800,0,1953,0,98133,47.7621,-122.358,1220,7000,2,0,1.033711577
2455,5220300140,9/3/2014,408000,2,1,810,7440,1,0,0,5,6,810,0,1948,0,98133,47.7346,-122.352,830,7500,2,0,1.034167616
19883,263000253,3/30/2015,380000,3,2.25,1550,1485,3,0,0,3,8,1550,0,2011,0,98103,47.6989,-122.346,1550,1480,1.333333333,0,1.034213042
9900,263000327,2/27/2015,400000,3,2.5,1460,1319,3,0,0,3,8,1460,0,2002,0,98103,47.698,-122.349,1430,1530,1.2,0,1.03426696
12828,263000325,6/11/2014,349000,3,2.5,1430,1002,3,0,0,3,8,1430,0,2002,0,98103,47.698,-122.349,1430,1530,1.2,0,1.03426696
5816,1934800086,11/20/2014,435000,2,2.5,1560,1222,2,0,0,3,8,1080,480,2008,0,98122,47.604,-122.307,1560,2081,0.8,1,1.034598828
3080,2919702235,5/28/2014,740000,2,1.75,2080,4800,1,0,0,5,7,1080,1000,1923,0,98117,47.6896,-122.362,1310,4800,1.142857143,1,1.034618295
16428,3052700460,6/30/2014,544000,3,2.5,1460,1613,2,0,0,3,8,1180,280,2007,0,98117,47.6781,-122.375,1460,1403,1.2,1,1.034828314
16061,9268200285,7/3/2014,370000,2,1,860,5040,1,0,0,3,7,860,0,1956,0,98117,47.6977,-122.365,1570,5040,2,0,1.034862668
16826,955000430,9/3/2014,540000,2,1.25,1230,1569,2,0,0,3,9,1050,180,2009,0,98112,47.6193,-122.304,1100,1230,1.6,1,1.034892674
8155,452001570,4/3/2015,576250,2,1.75,1530,5000,2,0,0,4,7,1260,270,1989,0,98107,47.6755,-122.37,1470,5000,1.142857143,1,1.034995202
12487,2117700085,7/30/2014,375950,3,1.75,1480,7560,1,0,0,3,6,1100,380,1920,1985,98117,47.6985,-122.364,1510,7250,1.714285714,1,1.035095495
11260,6154500030,6/26/2014,1080000,4,3.5,3990,5267,2,0,0,3,10,3990,0,2008,0,98006,47.5641,-122.124,3230,6481,1.142857143,0,1.035176461
3494,9547204350,5/19/2014,690000,3,2,1610,5100,1.5,0,0,5,8,1610,0,1940,0,98115,47.6825,-122.307,1740,5100,1.5,0,1.035559625
20991,9126101121,4/7/2015,521500,3,2.25,1450,1619,2,0,0,3,8,1140,310,2006,0,98122,47.6076,-122.304,1580,3472,1.333333333,1,1.035828742
16842,534000080,6/11/2014,333000,2,1,720,6686,1,0,0,3,6,720,0,1942,0,98117,47.7003,-122.362,1200,6686,2,0,1.036024997
15889,1725800280,6/16/2014,373000,3,1,1770,5720,1.5,0,0,4,7,1140,630,1926,0,98126,47.5546,-122.377,1500,4406,3,1,1.03608139
15469,1727500280,8/20/2014,480000,4,2.25,1770,7000,1,0,0,5,7,1770,0,1972,0,98034,47.7193,-122.218,1780,6500,1.777777778,0,1.036442517
6102,7519001990,10/27/2014,361500,2,1,840,3860,1,0,0,4,6,840,0,1909,0,98117,47.6842,-122.365,1390,3860,2,0,1.036736855
1971,952005224,11/5/2014,409000,2,1,890,3271,1,0,0,4,6,890,0,1918,0,98116,47.5631,-122.381,1190,5175,2,0,1.036851043
12604,1139000620,10/8/2014,385000,2,1,770,7554,1,0,0,3,6,770,0,1946,0,98177,47.7057,-122.36,1390,7500,2,0,1.036984748
20507,9826700930,7/22/2014,459000,2,2,1480,804,3,0,0,3,8,1480,0,2008,0,98122,47.602,-122.308,1380,1751,1,0,1.03714612
16004,259601100,5/13/2014,580000,5,2,2290,7125,1,0,0,3,7,1190,1100,1964,0,98008,47.634,-122.119,1460,7920,2.5,1,1.037349391
20185,6003500743,5/19/2014,640000,2,2.25,1540,958,3,0,0,3,9,1540,0,2007,0,98122,47.6179,-122.318,1410,958,0.888888889,0,1.037414434
13226,8122100650,7/31/2014,316000,2,1,730,5040,1,0,0,3,6,730,0,1927,0,98126,47.5387,-122.374,790,5040,2,0,1.03762466
157,8731900200,8/7/2014,320000,4,2.75,2640,7500,1,0,0,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,1.454545455,1,1.038268626
12763,7228500610,3/30/2015,510000,2,1,1070,5280,1,0,0,3,6,1070,0,1900,0,98122,47.6168,-122.303,1380,2370,2,0,1.039204251
7606,7312400325,6/25/2014,275000,2,1,770,4840,1,0,0,4,7,770,0,1927,0,98126,47.551,-122.376,930,4840,2,0,1.039245541
8354,3295730040,7/15/2014,587000,3,2.5,2150,5193,2,0,0,3,8,2150,0,1995,0,98033,47.6952,-122.187,2150,7172,1.2,0,1.039258461
5876,1823049178,1/23/2015,200000,2,1,1010,7200,1,0,0,3,6,1010,0,1956,0,98166,47.4815,-122.339,1290,9000,2,0,1.039324463
7370,8825900095,4/21/2015,740000,3,1.5,1630,4080,1.5,0,0,4,8,1630,0,1927,0,98115,47.6756,-122.308,1950,4080,2,0,1.039416671
16181,3580900290,1/28/2015,360000,4,2,1450,8940,1,0,0,3,7,1450,0,1962,0,98034,47.7304,-122.24,1310,8914,2,0,1.039445851
6723,9429000170,3/26/2015,617950,4,2.5,2410,7950,2,0,0,3,8,2410,0,1997,0,98034,47.7185,-122.226,1920,7713,1.6,0,1.039463175
3001,1665400025,10/28/2014,259000,3,1.75,1590,7148,1,0,0,3,7,1590,0,1952,0,98166,47.4713,-122.344,1150,7280,1.714285714,0,1.039537216
2221,3886902445,3/16/2015,535000,2,1,920,9000,1,0,0,1,6,920,0,1954,0,98033,47.6831,-122.189,1760,8400,2,0,1.040214012
9723,263000324,5/13/2014,550000,7,4,3440,8100,2,0,0,3,7,3440,0,1970,0,98103,47.6981,-122.349,1420,1560,1.75,0,1.040359254
8345,7577700061,4/16/2015,532000,3,1,2360,5012,1,0,0,3,7,1560,800,1964,0,98116,47.5705,-122.384,1690,4800,3,1,1.040384188
647,2218000335,7/7/2014,530000,3,1.75,1320,2500,1,0,0,3,7,870,450,1918,0,98105,47.6681,-122.305,1580,2750,1.714285714,1,1.040404851
10246,1995200200,5/6/2014,313950,3,1,1510,6083,1,0,0,4,6,860,650,1940,0,98115,47.6966,-122.324,1510,5712,3,1,1.040494317
10247,1995200200,10/8/2014,415000,3,1,1510,6083,1,0,0,4,6,860,650,1940,0,98115,47.6966,-122.324,1510,5712,3,1,1.040494317
18608,1995200215,8/26/2014,352000,4,1.75,1850,5712,1,0,0,3,7,1850,0,1954,0,98115,47.6966,-122.324,1510,6038,2.285714286,0,1.040494317
7440,7731100066,6/12/2014,545000,3,1,1510,5000,1.5,0,0,3,7,1510,0,1909,0,98105,47.6708,-122.297,1680,4000,3,0,1.040502464
8486,7452500730,4/24/2015,264950,2,1,1000,6000,1,0,0,3,6,1000,0,1951,0,98126,47.5208,-122.372,1250,6000,2,0,1.040680189
18901,452001540,8/18/2014,554600,3,1.75,1470,5000,1.5,0,0,5,7,1470,0,1900,0,98107,47.6755,-122.369,1530,5000,1.714285714,0,1.040700072
12580,430000035,7/5/2014,671000,4,3,3130,5700,1.5,0,0,3,7,1750,1380,1953,0,98115,47.6811,-122.283,2080,5700,1.333333333,1,1.041031045
10932,2413300810,9/23/2014,291000,4,2.25,1890,7616,1,0,0,4,8,1260,630,1979,0,98003,47.3275,-122.329,1890,7420,1.777777778,1,1.041033929
6804,4222500020,2/19/2015,256400,3,1.5,1490,7800,1,0,0,3,7,1010,480,1963,0,98003,47.3431,-122.304,1570,7800,2,1,1.041188866
19949,3277801431,8/27/2014,268500,3,2.25,1140,977,2,0,0,3,7,850,290,2008,0,98126,47.5439,-122.375,1140,976,1.333333333,1,1.041623472
17178,3095000185,10/13/2014,526000,3,1,1320,5250,1.5,0,0,5,7,1320,0,1913,0,98126,47.5566,-122.378,1490,5250,3,0,1.041910207
7677,9202500150,11/4/2014,355000,4,1.75,2160,7417,1,0,0,4,7,1360,800,1983,0,98056,47.5122,-122.181,1880,8022,2.285714286,1,1.04191637
12084,9541600295,4/24/2015,1110000,4,2.5,2990,8640,1,0,0,5,8,2100,890,1959,0,98005,47.5932,-122.172,2270,8800,1.6,1,1.04197451
14687,3331001765,9/23/2014,335000,3,1,2130,3825,1.5,0,0,3,7,2130,0,1917,0,98118,47.5506,-122.281,1780,5150,3,0,1.04201733
12301,7519001275,3/1/2015,624000,3,1.75,1510,5200,1,0,0,4,7,860,650,1922,0,98117,47.6864,-122.365,1650,4160,1.714285714,1,1.042460241
1796,1139000685,7/29/2014,580000,4,2.75,2330,6703,1.5,0,0,3,7,1710,620,1983,0,98177,47.7066,-122.359,2060,7500,1.454545455,1,1.042486595
11333,3670500465,5/26/2014,370000,3,2.5,1780,4050,2,0,0,3,7,1780,0,2001,0,98155,47.7346,-122.308,1571,4976,1.2,0,1.043010926
7559,3886902950,9/11/2014,860000,4,3.5,3380,8098,1,0,1,5,9,1690,1690,1952,0,98033,47.6839,-122.19,1890,8400,1.142857143,1,1.043026407
494,1727500340,6/14/2014,397500,3,2,1510,6710,1,0,0,3,7,1070,440,1972,0,98034,47.7193,-122.216,1660,6600,1.5,1,1.043297707
20770,7600136,7/18/2014,411000,2,2,1130,1148,2,0,0,3,9,800,330,2007,0,98122,47.6023,-122.314,1350,1201,1,1,1.043470062
